c00d5703d9024684c683a8d72ffc782df5e54048c1710504d6a9a31522e3d788,unicef.org,unicef_are-children-really-learning_report_2022_english.pdf,https://data.unicef.org/resources/are-children-really-learning-foundational-skills-report/,https://data.unicef.org/wp-content/uploads/2022/03/unicef_are-children-really-learning_report_2022_english.pdf,Are Children Really Learning? Exploring foundational skills in the midst of a learning crisis,"COVID-19 Even before the onset of the COVID-19 pandemic, there were serious questions about whether children were actually learning. With widespread school closures and other disruptions to the education system brought about by the pandemic, the learning crisis has escalated to new heights. As the pandemic enters its third year, 23 countries – home to around 405 million schoolchildren – are yet to fully open schools, with many schoolchildren at risk of dropping out. Over the past two years nearly 147 million children missed more than half of their in-person schooling, amounting to 2 trillion hours of lost learning. Children have to get back to the classroom, but changes are needed to ensure that they really learn, starting with the foundational basics of reading and numeracy. This report offers unique insight into the extent of the learning crisis by providing an in-depth picture of which children are most at risk of not acquiring foundational learning skills. The analysis of 32 low- a",2022
14d675df969fc20f39da5121fe1806e77f1abb55d8aab7eb2ee807b01a5f30ed,unicef.org,progress-on-drinking-water-sanitation-and-hygiene-in-africa-jmp-snapshot.pdf,https://data.unicef.org/resources/progress-on-drinking-water-sanitation-and-hygiene-in-africa/,https://data.unicef.org/wp-content/uploads/2022/03/progress-on-drinking-water-sanitation-and-hygiene-in-africa-jmp-snapshot.pdf,"WHO/UNICEF JMP snapshot of progress on drinking water, sanitation and hygiene in Africa 2015-2020: five years into the SDGs","COVID-19 The WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (JMP) produces internationally comparable estimates of progress on drinking water, sanitation and hygiene (WASH) and is responsible for global monitoring of the Sustainable Development Goal (SDG) targets related to WASH. This snapshot presents regional estimates for WASH in households, schools and health care facilities in the African Union and assesses progress five years into the SDG period (2015-2020). Download Key Findings Achieving the 2030 SDG targets in Africa will require Between 2000 and 2020 But in 2020 Significant inequalities between and within countries Data availability is improving but large gaps remain Less than half of schools and health care facilities in Africa have basic WASH services Except where otherwise noted, content on this site is licensed under a Creative Commons Attribution-NonCommercial 3.0 IGO license. Receive the latest updates from the UNICEF Data team The datase",2022
435f6009f1f9f00529b839bedb45ad17ecbe41624d1395739170552d7caf78ef,unicef.org,the-power-of-education-to-end-fgm_2022.pdf,https://data.unicef.org/resources/the-power-of-education-to-end-female-genital-mutilation/,https://data.unicef.org/wp-content/uploads/2022/02/the-power-of-education-to-end-fgm_2022.pdf,The power of education to end female genital mutilation,"COVID-19 Data brief The practice of female genital mutilation (FGM) has proved remarkably tenacious, despite attempts spanning nearly a century to eliminate it. Nevertheless, a number of countries have seen some declines in the practice – at least up until the COVID-19 pandemic, the impact of which is yet to be fully understood. Other changes in FGM are also evident. These include shifts in attitudes and in the ways the procedure is being carried out. As the world rallies to accelerate progress against FGM, understanding what drives change in how people think about the practice and act is key to its elimination. Education is one such driver. It is an important mechanism to increase awareness of the dangers of FGM and of groups that do not practise it. Education also fosters questioning and discussion and provides opportunities for individuals to take on social roles that are not dependent on the practice of FGM for acceptance. Download the publication Except where otherwise noted, cont",2022
8ff446b8ec8f86c7d446c1da726c79b45bf687fee3c69a27756ebe12ba7366f7,unicef.org,fgm-senegal_en.pdf,https://data.unicef.org/resources/female-genital-mutilation-in-senegal/,https://data.unicef.org/wp-content/uploads/2022/02/fgm-senegal_en.pdf,Female genital mutilation in Senegal,"COVID-19 Insights from a statistical analysis English French Except where otherwise noted, content on this site is licensed under a Creative Commons Attribution-NonCommercial 3.0 IGO license. Receive the latest updates from the UNICEF Data team The dataset you are about to download is licensed under a Creative Commons Attribution 3.0 IGO license.",2022
ba042c84331319c45ad82f5207a5516a54678d8b96916d36349bcad9d2a103dc,unicef.org,fgm-mali_en.pdf,https://data.unicef.org/resources/female-genital-mutilation-in-mali/,https://data.unicef.org/wp-content/uploads/2022/02/fgm-mali_en.pdf,Female genital mutilation in Mali,"COVID-19 Insights from a statistical analysis (Best viewed in Adobe Acrobat) English French Except where otherwise noted, content on this site is licensed under a Creative Commons Attribution-NonCommercial 3.0 IGO license. Receive the latest updates from the UNICEF Data team The dataset you are about to download is licensed under a Creative Commons Attribution 3.0 IGO license.",2022
917e81f82a9545041576b7db80f99d466c2cf338a07c6ddce04fd9bdb669b98e,unicef.org,gender-norms-uneven-expectations-1.pdf,https://data.unicef.org/resources/uneven-expectations-measuring-gender-norms-to-address-childrens-engagement-in-unpaid-work/,https://data.unicef.org/wp-content/uploads/2022/01/gender-norms-uneven-expectations-1.pdf,Uneven Expectations: Measuring gender norms to address children's engagement in unpaid work,"COVID-19 This brief explains the rationale for measuring gender norms related to unpaid care and domestic work through population-level household surveys, considers how these data would inform relevant policies and programmes, and identifies what to measure. The data collection tool being developed by UNICEF will provide a vital step toward addressing gender imbalances not only in childhood and adolescence, but also in adulthood. Download the brief Except where otherwise noted, content on this site is licensed under a Creative Commons Attribution-NonCommercial 3.0 IGO license. Receive the latest updates from the UNICEF Data team The dataset you are about to download is licensed under a Creative Commons Attribution 3.0 IGO license.",2022
26e71abe03a5c7a54347451633592be7d13e1436a97316052886838a7ed0d817,unicef.org,unicef-igme-2021-child-mortality-report.pdf,https://data.unicef.org/resources/levels-and-trends-in-child-mortality/,https://data.unicef.org/wp-content/uploads/2022/01/unicef-igme-2021-child-mortality-report.pdf,Levels and trends in child mortality,"COVID-19 United Nations Inter-Agency Group for Child Mortality Estimation (UN IGME), Report 2021 While the world was gripped by the unfolding COVID-19 pandemic in 2020, children continued to face the same crisis they have for decades: intolerably high mortality rates and vastly inequitable chances at life. In total, more than 5.0 million children under age 5, including 2.4 million newborns, along with 2.2 million children and youth aged 5 to 24 years – 43 per cent of whom are adolescents – died in 2020. This tragic and massive loss of life, most of which was due to preventable or treatable causes, is a stark reminder of the urgent need to end preventable deaths of children and young people. Data gaps remain a serious challenge to child mortality estimation and monitoring. Almost two thirds of low and middle income countries (97 out of 135) have no reliable mortality data in the past three years. And just 40 countries had high-quality national data for 2020 included in the estimation mo",2021
5095b88f353b4a2a49bed137a79a43469238ad7ef6f64c8fa7be9aded777f54f,unicef.org,technical-note_impact-of-covid-19-on-child-poverty-second-year_2021.pdf,https://data.unicef.org/resources/impact-of-covid-19-on-children-living-in-poverty/,https://data.unicef.org/wp-content/uploads/2021/12/technical-note_impact-of-covid-19-on-child-poverty-second-year_2021.pdf,Impact of COVID-19 on children living in poverty,"COVID-19 Technical note This technical note, jointly written by Save the Children and UNICEF, summarizes the assumptions, analyses and methods used to expand and update the projections of the impact of COVID-19 on child poverty and children living in monetary poor households. As children suffer poverty differently from adults, a direct measure incorporating the actual material shortcomings suffered by children is needed. Thus, UNICEF has estimated the level, breadth and severity of child poverty, based on shortcomings in six dimensions: education, health, housing, nutrition, sanitation and water. Download the technical note Some of the elements that constitute child poverty do not change quickly, even in the case of a major shock. For instance, for children who have access to safe drinking water at home, their situation does not change due to a pandemic. Even in the case of a recession, it would take several months for individual families’ economic dislocation to force them to move to ",2021
8609b496812399a42cf1d9b44fa960f68ffb7add6849a3b0766db50e5883b2b5,unicef.org,asia-birth-registration-brochure-11_17.pdf,https://data.unicef.org/resources/a-statistical-profile-of-birth-registration-in-asia-and-the-pacific/,https://data.unicef.org/wp-content/uploads/2021/11/asia-birth-registration-brochure-11_17.pdf,A Statistical Profile of Birth Registration in Asia and the Pacific ,"COVID-19 Released at the Second Ministerial Conference on Civil Registration and Vital Statistics in Asia and the Pacific, this brochure presents the latest available estimates of the number of unregistered children in Asia and the Pacific. It also assesses progress over time and presents evidence for the amount of effort that will be needed in the region to achieve universal birth registration by 2030. Download the brochure Except where otherwise noted, content on this site is licensed under a Creative Commons Attribution-NonCommercial 3.0 IGO license. Receive the latest updates from the UNICEF Data team The dataset you are about to download is licensed under a Creative Commons Attribution 3.0 IGO license.",2021
8f9a6cfb9772894ce30450e5bba14ec01c21bf0577a1bc5f9e9d9b96accfe6ed,unicef.org,children-in-detention_estimating-the-number-of-children-deprived-of-liberty_2021.pdf,https://data.unicef.org/resources/children-in-detention-report/,https://data.unicef.org/wp-content/uploads/2021/11/children-in-detention_estimating-the-number-of-children-deprived-of-liberty_2021.pdf,Estimating the number of children deprived of liberty in the administration of justice,"COVID-19 Children in conflict with the law – children alleged as, accused of or recognized as having committed a criminal offence – are guaranteed protection and fundamental human rights through several international and regional instruments concerned with child justice. Yet, children are often held in police custody, detention centres, prisons and other custodial settings in violation of international treaties, norms and standards. While there is wide recognition of the devastating impact that even one day in detention and incarceration has on a child’s physical, emotional and mental development, the actual number of children in conflict with the law, both globally and in many countries, is unknown due to incomplete record-keeping and undeveloped administrative data systems in many countries. Without good data on children deprived of liberty, it is impossible to understand the extent to which children are exposed to different forms of detention and to effectively monitor and evaluate ",2021
