c00d5703d9024684c683a8d72ffc782df5e54048c1710504d6a9a31522e3d788.PG2.PA26,38_school_children_foundational_secondary,1.0,38,0,0.0,school,children,foundational,secondary,primary,education,skills,grade,cent,reading
c00d5703d9024684c683a8d72ffc782df5e54048c1710504d6a9a31522e3d788.PG4.PA3,30_learning_school_remote_closures,1.0,30,0,0.0,learning,school,remote,closures,education,students,countries,schools,covid,children
c00d5703d9024684c683a8d72ffc782df5e54048c1710504d6a9a31522e3d788.PG4.PA4,38_school_children_foundational_secondary,1.0,38,0,0.0,school,children,foundational,secondary,primary,education,skills,grade,cent,reading
c00d5703d9024684c683a8d72ffc782df5e54048c1710504d6a9a31522e3d788.PG4.PA5,38_school_children_foundational_secondary,1.0,38,0,0.0,school,children,foundational,secondary,primary,education,skills,grade,cent,reading
c00d5703d9024684c683a8d72ffc782df5e54048c1710504d6a9a31522e3d788.PG4.PA8,30_learning_school_remote_closures,0.6341684975348199,30,0,0.0,learning,school,remote,closures,education,students,countries,schools,covid,children
c00d5703d9024684c683a8d72ffc782df5e54048c1710504d6a9a31522e3d788.PG4.PA9,38_school_children_foundational_secondary,1.0,38,0,0.0,school,children,foundational,secondary,primary,education,skills,grade,cent,reading
c00d5703d9024684c683a8d72ffc782df5e54048c1710504d6a9a31522e3d788.PG4.PA11,30_learning_school_remote_closures,1.0,30,0,0.0,learning,school,remote,closures,education,students,countries,schools,covid,children
c00d5703d9024684c683a8d72ffc782df5e54048c1710504d6a9a31522e3d788.PG4.PA12,30_learning_school_remote_closures,1.0,30,0,0.0,learning,school,remote,closures,education,students,countries,schools,covid,children
c00d5703d9024684c683a8d72ffc782df5e54048c1710504d6a9a31522e3d788.PG5.PA9,38_school_children_foundational_secondary,1.0,38,0,0.0,school,children,foundational,secondary,primary,education,skills,grade,cent,reading
c00d5703d9024684c683a8d72ffc782df5e54048c1710504d6a9a31522e3d788.PG5.PA10,38_school_children_foundational_secondary,1.0,38,0,0.0,school,children,foundational,secondary,primary,education,skills,grade,cent,reading
c00d5703d9024684c683a8d72ffc782df5e54048c1710504d6a9a31522e3d788.PG5.PA11,38_school_children_foundational_secondary,1.0,38,0,0.0,school,children,foundational,secondary,primary,education,skills,grade,cent,reading
c00d5703d9024684c683a8d72ffc782df5e54048c1710504d6a9a31522e3d788.PG5.PA12,38_school_children_foundational_secondary,1.0,38,0,0.0,school,children,foundational,secondary,primary,education,skills,grade,cent,reading
c00d5703d9024684c683a8d72ffc782df5e54048c1710504d6a9a31522e3d788.PG5.PA15,38_school_children_foundational_secondary,1.0,38,0,0.0,school,children,foundational,secondary,primary,education,skills,grade,cent,reading
c00d5703d9024684c683a8d72ffc782df5e54048c1710504d6a9a31522e3d788.PG5.PA16,38_school_children_foundational_secondary,1.0,38,0,0.0,school,children,foundational,secondary,primary,education,skills,grade,cent,reading
c00d5703d9024684c683a8d72ffc782df5e54048c1710504d6a9a31522e3d788.PG5.PA17,38_school_children_foundational_secondary,1.0,38,0,0.0,school,children,foundational,secondary,primary,education,skills,grade,cent,reading
c00d5703d9024684c683a8d72ffc782df5e54048c1710504d6a9a31522e3d788.PG5.PA18,38_school_children_foundational_secondary,1.0,38,0,0.0,school,children,foundational,secondary,primary,education,skills,grade,cent,reading
c00d5703d9024684c683a8d72ffc782df5e54048c1710504d6a9a31522e3d788.PG5.PA19,38_school_children_foundational_secondary,1.0,38,0,0.0,school,children,foundational,secondary,primary,education,skills,grade,cent,reading
c00d5703d9024684c683a8d72ffc782df5e54048c1710504d6a9a31522e3d788.PG5.PA20,38_school_children_foundational_secondary,1.0,38,0,0.0,school,children,foundational,secondary,primary,education,skills,grade,cent,reading
c00d5703d9024684c683a8d72ffc782df5e54048c1710504d6a9a31522e3d788.PG5.PA21,38_school_children_foundational_secondary,1.0,38,0,0.0,school,children,foundational,secondary,primary,education,skills,grade,cent,reading
c00d5703d9024684c683a8d72ffc782df5e54048c1710504d6a9a31522e3d788.PG5.PA22,38_school_children_foundational_secondary,1.0,38,0,0.0,school,children,foundational,secondary,primary,education,skills,grade,cent,reading
