de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG2.PA3.S0,"Initiated in 2001, the objective of the MA was to assess the consequences of ecosystem change for human well-being and the scientific basis for actions needed to enhance the conservation and sustainable use of those systems and their contribution to human well-being."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG2.PA6.S0,"The MA has involved the work of more than 1,360 experts worldwide."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG2.PA6.S1,"Their findings on the condition and trends of ecosystems, scenarios for the future, possible responses, and assessments at a sub-global level are set out in technical chapters grouped around these four main themes."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG2.PA6.S2,"In addition, a general Synthesis draws on these detailed studies to answer a series of core questions posed at the start of the MA."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG2.PA6.S3,"The practical needs of specific groups of users, including the business community, are addressed in other synthesis reports."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG2.PA11.S0,"Each part of the assessment has been scrutinized by governments, independent scientists, and other experts to ensure the robustness of its findings."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG2.PA13.S0,"This statement is from the Board governing the MA process, whose membership includes representatives from U.N. organizations, governments through a number of international conventions, nongovernmental organizations, academia, business, and indigenous peoples."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG2.PA16.S0,"It is not intended as a comprehensive summary of the findings of the MA, but rather as an interpretation of the key messages to emerge from it."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG2.PA16.S1,"Written for a non-specialist readership, it is nevertheless consistent with the more detailed documents of the assessment and can be read in conjunction with them."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG2.PA19.S0,"We believe that the wide range of global interests combining to issue this statement, together with the rigorous study on which it is based, should add power and urgency to the conclusions it sets out."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG4.PA2.S1," Everyone in the world depends on nature and ecosystem services to provide the conditions for a decent, healthy, and secure life."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG4.PA2.S2," Humans have made unprecedented changes to ecosystems in recent decades to meet growing demands for food, fresh water, fiber, and energy."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG4.PA2.S3," These changes have helped to improve the lives of billions, but at the same time they weakened natures ability to deliver other key services such as purification of air and water, protection from disasters, and the provision of medicines."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG4.PA2.S4," Among the outstanding problems identified by this assessment are the dire state of many of the worlds fish stocks; the intense vulnerability of the 2 billion people living in dry regions to the loss of ecosystem services, including water supply; and the growing threat to ecosystems from climate change and nutrient pollution.  "
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG4.PA2.S5,"Human activities have taken the planet to the edge of a massive wave of species extinctions, further threatening our own well-being."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG4.PA2.S6," The loss of services derived from ecosystems is a significant barrier to the achievement of the Millennium Development Goals to reduce poverty, hunger, and disease."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG4.PA2.S7, The pressures on ecosystems will increase globally in coming decades unless human attitudes and actions change.
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG4.PA2.S8," Measures to conserve natural resources are more likely to succeed if local communities are given ownership of them, share the benefits, and are involved in decisions."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG4.PA2.S9, Even todays technology and knowledge can reduce considerably the human impact on ecosystems.
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG4.PA2.S10,"They are unlikely to be deployed fully, however, until ecosystem services cease to be perceived as free and limitless, and their full value is taken into account."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG4.PA2.S11," Better protection of natural assets will require coordinated efforts across all sections of governments, businesses, and international institutions."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG4.PA2.S12,"The productivity of ecosystems depends on policy choices on investment, trade, subsidy, taxation, and regulation, among others."
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG6.PA4.S0,At the heart of this assessment is a stark warning.
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG6.PA4.S1,Human activity is putting such strain on the natural functions of
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG6.PA5.S0,Earth that the ability of the planets ecosystems to sustain future generations can no longer be taken for granted.
de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG6.PA6.S0,"The provision of food, fresh water, energy, and materials to a growing population has come at considerable cost to the complex systems of plants, animals, and biological processes that make the planet habitable."
