08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG6.PA2,18_indigenous_knowledge_local_peoples,1.0,18,0,0.0,indigenous,knowledge,local,peoples,traditional,ilk,cultural,communities,sacred,nature
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG6.PA6,18_indigenous_knowledge_local_peoples,0.88464550662646,18,0,0.0,indigenous,knowledge,local,peoples,traditional,ilk,cultural,communities,sacred,nature
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG9.PA5,18_indigenous_knowledge_local_peoples,0.977241260314382,18,0,0.0,indigenous,knowledge,local,peoples,traditional,ilk,cultural,communities,sacred,nature
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG16.PA7,49_species_extinction_threatened_red,0.7159809247121888,49,0,0.0,species,extinction,threatened,red,list,iucn,taxonomic,extinct,endangered,risk
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG17.PA2,49_species_extinction_threatened_red,0.6581745726538689,49,0,0.0,species,extinction,threatened,red,list,iucn,taxonomic,extinct,endangered,risk
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG18.PA4,15_plastic_waste_mpw_leakage,0.9456693665055612,15,0,0.0,plastic,waste,mpw,leakage,marine,plastics,exposed,catchments,environment,uncollected
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG19.PA2,88_conflict_armed_conflicts_war,0.9865380694727531,88,0,0.0,conflict,armed,conflicts,war,peace,military,nature,natural,resources,environmental
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG19.PA6,18_indigenous_knowledge_local_peoples,0.574897558576875,18,0,0.0,indigenous,knowledge,local,peoples,traditional,ilk,cultural,communities,sacred,nature
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG19.PA8,46_pathways_sustainability_sustainable_goals,0.9296445659184874,46,0,0.0,pathways,sustainability,sustainable,goals,development,transformation,transition,narratives,innovation,economy
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG19.PA10,46_pathways_sustainability_sustainable_goals,0.8170265078876118,46,0,0.0,pathways,sustainability,sustainable,goals,development,transformation,transition,narratives,innovation,economy
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG22.PA6,46_pathways_sustainability_sustainable_goals,0.7760261002420983,46,0,0.0,pathways,sustainability,sustainable,goals,development,transformation,transition,narratives,innovation,economy
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG23.PA5,20_agriculture_farming_sustainable_agricultural,0.6694935175256947,20,0,0.0,agriculture,farming,sustainable,agricultural,intensification,practices,farmers,see,food,production
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG23.PA6,4_fisheries_fishing_aquaculture_marine,1.0,4,0,0.0,fisheries,fishing,aquaculture,marine,fish,fishers,management,stocks,fishery,coastal
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG23.PA9,52_urban_green_city_cities,1.0,52,0,0.0,urban,green,city,cities,spaces,planning,infrastructure,plan,nature,space
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG27.PA6,14_wildlife_disease_trade_diseases,0.26710153609635573,14,0,0.0,wildlife,disease,trade,diseases,animal,animals,zoonosis,pathogens,infectious,human
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG28.PA42,72_soil_erosion_tillage_soils,0.746918738125327,72,0,0.0,soil,erosion,tillage,soils,organic,degradation,matter,land,microbial,biota
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG28.PA86,39_carbon_co2_vegetation_net,0.770941055148086,39,0,0.0,carbon,co2,vegetation,net,sink,emissions,biomass,atmospheric,forest,air
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG29.PA6,49_species_extinction_threatened_red,0.7899024625660768,49,0,0.0,species,extinction,threatened,red,list,iucn,taxonomic,extinct,endangered,risk
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG30.PA35,49_species_extinction_threatened_red,0.8746265964515084,49,0,0.0,species,extinction,threatened,red,list,iucn,taxonomic,extinct,endangered,risk
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG30.PA39,18_indigenous_knowledge_local_peoples,1.0,18,0,0.0,indigenous,knowledge,local,peoples,traditional,ilk,cultural,communities,sacred,nature
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG31.PA3,49_species_extinction_threatened_red,0.7365505879632682,49,0,0.0,species,extinction,threatened,red,list,iucn,taxonomic,extinct,endangered,risk
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG31.PA4,49_species_extinction_threatened_red,1.0,49,0,0.0,species,extinction,threatened,red,list,iucn,taxonomic,extinct,endangered,risk
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG31.PA5,49_species_extinction_threatened_red,1.0,49,0,0.0,species,extinction,threatened,red,list,iucn,taxonomic,extinct,endangered,risk
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG31.PA94,49_species_extinction_threatened_red,0.7015050660345536,49,0,0.0,species,extinction,threatened,red,list,iucn,taxonomic,extinct,endangered,risk
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG33.PA6,13_forest_forests_wood_timber,0.8625687122115259,13,0,0.0,forest,forests,wood,timber,forestry,logging,deforestation,asia,management,production
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG33.PA8,4_fisheries_fishing_aquaculture_marine,1.0,4,0,0.0,fisheries,fishing,aquaculture,marine,fish,fishers,management,stocks,fishery,coastal
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG34.PA2,4_fisheries_fishing_aquaculture_marine,1.0,4,0,0.0,fisheries,fishing,aquaculture,marine,fish,fishers,management,stocks,fishery,coastal
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG36.PA2,2_gender_women_gbv_violence,1.0,2,0,0.0,gender,women,gbv,violence,womens,men,rights,and,equality,their
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG37.PA3,18_indigenous_knowledge_local_peoples,0.6693232872960996,18,0,0.0,indigenous,knowledge,local,peoples,traditional,ilk,cultural,communities,sacred,nature
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG37.PA6,18_indigenous_knowledge_local_peoples,0.5582374404580853,18,0,0.0,indigenous,knowledge,local,peoples,traditional,ilk,cultural,communities,sacred,nature
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG37.PA7,26_degradation_land_restoration_degraded,0.5242612170291109,26,0,0.0,degradation,land,restoration,degraded,assessment,ecosystem,responses,and,of,neutrality
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG38.PA4,18_indigenous_knowledge_local_peoples,0.549641351144101,18,0,0.0,indigenous,knowledge,local,peoples,traditional,ilk,cultural,communities,sacred,nature
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG38.PA6,46_pathways_sustainability_sustainable_goals,0.908519889298167,46,0,0.0,pathways,sustainability,sustainable,goals,development,transformation,transition,narratives,innovation,economy
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG38.PA11,49_species_extinction_threatened_red,0.7500180755244038,49,0,0.0,species,extinction,threatened,red,list,iucn,taxonomic,extinct,endangered,risk
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG40.PA10,18_indigenous_knowledge_local_peoples,0.5907268426446246,18,0,0.0,indigenous,knowledge,local,peoples,traditional,ilk,cultural,communities,sacred,nature
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG41.PA64,13_forest_forests_wood_timber,0.7562399786930484,13,0,0.0,forest,forests,wood,timber,forestry,logging,deforestation,asia,management,production
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG44.PA12,46_pathways_sustainability_sustainable_goals,1.0,46,0,0.0,pathways,sustainability,sustainable,goals,development,transformation,transition,narratives,innovation,economy
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG45.PA6,46_pathways_sustainability_sustainable_goals,1.0,46,0,0.0,pathways,sustainability,sustainable,goals,development,transformation,transition,narratives,innovation,economy
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG45.PA11,46_pathways_sustainability_sustainable_goals,0.9050426253164536,46,0,0.0,pathways,sustainability,sustainable,goals,development,transformation,transition,narratives,innovation,economy
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG46.PA2,46_pathways_sustainability_sustainable_goals,0.8688242337528853,46,0,0.0,pathways,sustainability,sustainable,goals,development,transformation,transition,narratives,innovation,economy
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG47.PA4,20_agriculture_farming_sustainable_agricultural,0.8095999229701559,20,0,0.0,agriculture,farming,sustainable,agricultural,intensification,practices,farmers,see,food,production
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG47.PA5,4_fisheries_fishing_aquaculture_marine,1.0,4,0,0.0,fisheries,fishing,aquaculture,marine,fish,fishers,management,stocks,fishery,coastal
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG47.PA6,3_water_groundwater_resources_irrigation,0.5572050715778345,3,0,0.0,water,groundwater,resources,irrigation,river,management,supply,freshwater,basin,hydropower
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG48.PA4,52_urban_green_city_cities,0.9861209713602729,52,0,0.0,urban,green,city,cities,spaces,planning,infrastructure,plan,nature,space
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG49.PA29,10_scenarios_decision_policy_scenario,0.731479225103386,10,0,0.0,scenarios,decision,policy,scenario,models,futures,exploratory,making,archetypes,options
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG50.PA6,20_agriculture_farming_sustainable_agricultural,0.7706031045870206,20,0,0.0,agriculture,farming,sustainable,agricultural,intensification,practices,farmers,see,food,production
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG50.PA15,13_forest_forests_wood_timber,1.0,13,0,0.0,forest,forests,wood,timber,forestry,logging,deforestation,asia,management,production
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG50.PA29,4_fisheries_fishing_aquaculture_marine,1.0,4,0,0.0,fisheries,fishing,aquaculture,marine,fish,fishers,management,stocks,fishery,coastal
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG51.PA5,4_fisheries_fishing_aquaculture_marine,1.0,4,0,0.0,fisheries,fishing,aquaculture,marine,fish,fishers,management,stocks,fishery,coastal
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG51.PA10,3_water_groundwater_resources_irrigation,0.6356157646195666,3,0,0.0,water,groundwater,resources,irrigation,river,management,supply,freshwater,basin,hydropower
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG51.PA18,52_urban_green_city_cities,0.9528187888046497,52,0,0.0,urban,green,city,cities,spaces,planning,infrastructure,plan,nature,space
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG59.PA4,10_scenarios_decision_policy_scenario,0.7075815504285841,10,0,0.0,scenarios,decision,policy,scenario,models,futures,exploratory,making,archetypes,options
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG60.PA23,49_species_extinction_threatened_red,0.9983542019041346,49,0,0.0,species,extinction,threatened,red,list,iucn,taxonomic,extinct,endangered,risk
08c8c9ad5d75271d4777c092f1a2d3787d126bab115158cd781e6856bce3a4c1.PG61.PA37,18_indigenous_knowledge_local_peoples,1.0,18,0,0.0,indigenous,knowledge,local,peoples,traditional,ilk,cultural,communities,sacred,nature
