40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b,World Bank Group Open Knowledge Repository,9781464818035.pdf,https://openknowledge.worldbank.org/handle/10986/36529,https://openknowledge.worldbank.org/bitstream/handle/10986/36529/9781464818035.pdf?sequence=3&isallowed=y,From Jobs to Careers : Apparel Exports and Career Paths for Women in Developing Countries,"Abstract It is well-established that bringing more women into the formal labor force is critical for economic development. One strategy often cited is further integrating developing countries into global trade, particularly global value chains (GVCs), to contribute to female labor market outcomes through the expansion of female-intensive industries. As a result, a big question frequently debated, is whether the apparel industry – which is the most female-intensive and globally engaged manufacturing industry – can be a key player in this regard. In recent decades, the apparel industry has shifted its production to low-wage developing countries, increasing the demand for women, closing male-female wage gaps, and bringing women into the formal labor force. Indeed, the benefits of apparel exports have reached the female population, but is an apparel-led export strategy sufficient to induce the transition from jobs to careers? This Report provides an answer by focusing on seven countries wh",2022
b921051baaaf23097fff4c9bd38b8355dde65b55ce02685dd414a3e2478f3c5e,World Bank Group Open Knowledge Repository,no-time-to-waste-the-challenges-and-opportunities-of-cleaner-trade-for-vietnam.pdf,https://openknowledge.worldbank.org/handle/10986/36819,https://openknowledge.worldbank.org/bitstream/handle/10986/36819/no-time-to-waste-the-challenges-and-opportunities-of-cleaner-trade-for-vietnam.pdf?sequence=1&isallowed=y,No Time to Waste : The Challenges and Opportunities of Cleaner Trade for Vietnam,"Abstract The Twenty-sixth United Nations Climate Change Conference (COP26) was held in early November 2021 in Glasgow, Scotland, at which Vietnam’s Prime Minister, Phạm Minh Chính, pledged once again that Vietnam would be part of the global climate change solution. The country aims to increase the share of clean energy in its total primary energy supply to at least 20 percent by 2030 and 30 percent by 2045 and has pledged to phase out coal-fueled power generation and made a commitment to reach net zero emissions by 2050. Trade can be a central part of the solution to climate change Vietnam is experiencing and will have to deal with in years to come. Green trade or cleaner trade, trade in environmental or environmentally friendly goods can help Vietnam achieve not only its climate commitments but also its development ambition to become a high-income economy by 2045 as set out in the 2021–2030 Social Economic Development Strategy (SEDS). This edition of Taking Stock reviews the recent de",2022
a9f46b307d454e94f593ad25f84bcd352b903e839596d86ac54e09557254b5a2,World Bank Group Open Knowledge Repository,the-philippines-trade-facilitation-challenges-for-women-traders-and-customs-brokers-survey-findings-and-recommendations.pdf,https://openknowledge.worldbank.org/handle/10986/36832,https://openknowledge.worldbank.org/bitstream/handle/10986/36832/the-philippines-trade-facilitation-challenges-for-women-traders-and-customs-brokers-survey-findings-and-recommendations.pdf?sequence=1&isallowed=y,The Philippines : Trade Facilitation Challenges for Women Traders and Customs Brokers,"Abstract The World Bank Group completed the trade and gender study in the Philippines to identify the specific challenges that men and women face in cross-border trade and determine where further reforms can be made. Over 2,000 traders and customs brokers were interviewed. The report provides a wealth of new data and includes a summary of key findings, as well as recommendations on how to address the main obstacles identified. This analysis can help governments better understand trade barriers and design policy that maximizes the benefits of trade for women, so that they can participate more fully in the economy.",2022
e924e068103e17d6e87c8bcde01ab4d8bee68624280b393e669c1a2be61ecdce,World Bank Group Open Knowledge Repository,p168863048653b01f0affd08025c943f527.pdf,https://openknowledge.worldbank.org/handle/10986/36834,https://openknowledge.worldbank.org/bitstream/handle/10986/36834/p168863048653b01f0affd08025c943f527.pdf?sequence=1&isallowed=y,Impactful Women : Examining Opportunities and Constraints for Women in Mining Organizations Worldwide,"Abstract In every mining region across the globe, there are a multitude of entities primarilyfocused on progressing the interests of women in mining. At the national level,the most notable interest group is that of Women in Mining (WIM) organizations.Although WIM organizations share a common vision, their objectives and formsvary. WIM organizations generally evolve organically and are structured, managed,and financed in accordance with their membership composition, location, context,and purpose. Most are independent but welcome coordination and joint initiativeswhile others are organized under the umbrella of an industry association or abusiness. In a single country, several WIM organizations may exist that are or aren’tlinked to one another, or there may be only one WIM organization in the wholecountry, both instances occur. As our research findings show, regardless of the form,the number of WIM organizations has been steadily increasing over the last decade.",2022
351248448ee9e1ddb0b767c79ae00985422254fd023493c504d63afe805cf061,World Bank Group Open Knowledge Repository,p1728300fc50f005008e620d7dcd68997c4.pdf,https://openknowledge.worldbank.org/handle/10986/36841,https://openknowledge.worldbank.org/bitstream/handle/10986/36841/p1728300fc50f005008e620d7dcd68997c4.pdf?sequence=1&isallowed=y,Cox's Bazar : Inclusive Growth Diagnostic,"Abstract The district of Cox’s Bazar, in southeastern Bangladesh, is an instructive context to understand how long-standing and newer growth opportunities and constraints manifest at the local level, remote from Bangladesh’s major growth poles of Dhaka and Chittagong. Potentially exacerbating Cox’s Bazar’s pre-existing development challenges, the district is hosting a large influx of displaced Myanmar nationals (Rohingya). More than 884,000 people have crossed into Bangladesh from Myanmar, the vast majority since August 2017, more than doubling the population living in the Cox’s Bazar upazilas of Teknaf and Ukhia, which had higher poverty rates than the rest of the district prior to the arrival of Rohingya.",2022
9a6d445f13a43def685bcae2637cfd1c78b98ce2573cef071ca1385a6054f105,World Bank Group Open Knowledge Repository,9781464816703.pdf,https://openknowledge.worldbank.org/handle/10986/36843,https://openknowledge.worldbank.org/bitstream/handle/10986/36843/9781464816703.pdf?sequence=2&isallowed=y,"Place, Productivity, and Prosperity : Revisiting Spatially Targeted Policies for Regional Development","Abstract Place matters for productivity and prosperity. Myriad factors support a successful place, including not only the hard infrastructure such as roads, but also the softer elements such as worker skills, entrepreneurial ability, and well-functioning institutions. History suggests that prosperous places tend to persist, while “left-behind” regions—or those hurt by climatic, technological, or commercial shocks—struggle to catch up. This division gives rise to demands to “do something” about the subsequent spatial inequality. Such pressures often result in costly spatially targeted policies with disappointing outcomes because of a lack of analysis of the underlying barriers to growth and structural transformation and a fair appraisal of the possibility of overcoming them. The latest volume of the World Bank Productivity Project series, Place, Productivity, and Prosperity: Revisiting Spatially Targeted Policies for Regional Development makes three broad contributions. First, it provid",2022
61539555bec704bfdc0e097c668a1040bf62482c1ab95ef3d998d3892a119f2a,World Bank Group Open Knowledge Repository,p17064300a6dea0db09c8b0cf6a1dfe8b8a.pdf,https://openknowledge.worldbank.org/handle/10986/36875,https://openknowledge.worldbank.org/bitstream/handle/10986/36875/p17064300a6dea0db09c8b0cf6a1dfe8b8a.pdf?sequence=1&isallowed=y,"Repurposing Agricultural Policies and Support : Options to Transform Agriculture and Food Systems to Better Serve the Health of People, Economies, and the Planet","Abstract The report finds that repurposing a portion of government spending on agriculture each year to develop and disseminate more emission-efficient technologies for crops and livestock could reduce overall emissions from agriculture by more than 40 percent. Meanwhile, millions of hectares of land could be restored to natural habitats. The economic payoffs to this type of repurposing would be large. Redirecting about $70 billion a year, equivalent to one percent of global agricultural output, would yield a net benefit of over $2 trillion in 20 years.",2022
c7cd714e05e44242b935e71bbb2bfbf61f940feb4374ece450c9f9eae82a9911,World Bank Group Open Knowledge Repository,w21045_internal%20migration_accessible.pdf,https://openknowledge.worldbank.org/handle/10986/36886,https://openknowledge.worldbank.org/bitstream/handle/10986/36886/w21045_internal%20migration_accessible.pdf?sequence=2&isallowed=y,Climatic Shocks and Internal Migration : Evidence from 442 Million Personal Records in 64 Countries,"Abstract This paper examines whether and how climatic shocks influence individual migration decisions. The authors use census microdata across 64 countries over the period 1960 to 2012, covering 442 million individual records, combined with geo-referenced temperature and precipitation data summarized for each origin and destination administrative unit. Migration is identified when an individual changed a place of usual residence one, five, or ten years ago to a new major administrative unit in the same country. Given an exceptionally large number of observations, the authors apply a two-step approach to analyze the relationship between exposure to climatic shocks and migration. First, the authors use random forest models to uncover that in many countries climatic shocks are as important as better-known individual-level covariates in determining migration decisions. This observation serves as a yardstick for the second step of the analysis. For a subset of countries, where rainfall shoc",2022
bc3e77f849c8d295026c771204e28250997991e7c8278ad3aa945fbf7dc6a1a0,World Bank Group Open Knowledge Repository,p170336065a94c04d0a6d00f3a2a6414cef.pdf,https://openknowledge.worldbank.org/handle/10986/36894,https://openknowledge.worldbank.org/bitstream/handle/10986/36894/p170336065a94c04d0a6d00f3a2a6414cef.pdf?sequence=1&isallowed=y,Sovereign Climate and Nature Reporting : Proposal for a Risks and Opportunities Disclosure Framework,"Abstract The purpose of this report is to raise awareness and initiate a discussion on the need for sovereign sustainability reporting. The proposed sovereign climate and nature reporting framework would assist sovereigns looking to attract investment by enabling them to produce comprehensive, regular, standardized, and, eventually, forward-looking disclosures of their climate- and nature related risks and opportunities. Sovereign reporting would help meet the needs of investors who are increasingly requesting such disclosures for all asset classes in their portfolios so that they can measure portfolio alignment with the Paris Agreement. This report discusses five fundamental questions regarding sovereign climate and nature reporting: (a) why is a sovereign reporting framework needed;(b) what is required to develop a reporting framework for sovereigns; (c) how is materiality important in driving a reporting framework for sovereigns; (d) what is the potential for unintended consequences",2022
38e280693e1dae789def077c7828ea77c2fdd5a4e434520844f1d75f38b4ed36,World Bank Group Open Knowledge Repository,p1725690d761df0fa08f5e0c9bd504c19ae.pdf,https://openknowledge.worldbank.org/handle/10986/36911,https://openknowledge.worldbank.org/bitstream/handle/10986/36911/p1725690d761df0fa08f5e0c9bd504c19ae.pdf?sequence=1&isallowed=y,"Administrative Decentralization and Climate Change : Concepts, Experience, and Action","Abstract International and domestic efforts to respond to the severe global challenge of climate change are on the rise and evolving. Despite the importance of action from multiple levels of government, public sector reforms to address climate change and to promote decentralization and or intergovernmental relations tend to be designed and managed separately. Intergovernmental relations have administrative, fiscal, and political dimensions. This paper focuses on climate action at the subnational government level through administrative decentralization and intergovernmental collaboration. The Paris Agreement acknowledges the climate change-decentralization connection, noting a need for the engagement of all levels of government and various actors. The bottom line is that the appropriate mix of subnational climate actions will vary because climate change needs and feasible responses, as well as intergovernmental structures and the nature and degree of decentralization, differ across coun",2022
