40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG5.PA7,28_apparel_female_women_careers,1.0,28,0,0.0,apparel,female,women,careers,labor,jobs,occupations,education,industries,workers
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG9.PA29,28_apparel_female_women_careers,1.0,28,0,0.0,apparel,female,women,careers,labor,jobs,occupations,education,industries,workers
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG9.PA30,28_apparel_female_women_careers,1.0,28,0,0.0,apparel,female,women,careers,labor,jobs,occupations,education,industries,workers
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG10.PA26,28_apparel_female_women_careers,1.0,28,0,0.0,apparel,female,women,careers,labor,jobs,occupations,education,industries,workers
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG11.PA6,28_apparel_female_women_careers,1.0,28,0,0.0,apparel,female,women,careers,labor,jobs,occupations,education,industries,workers
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG11.PA7,28_apparel_female_women_careers,1.0,28,0,0.0,apparel,female,women,careers,labor,jobs,occupations,education,industries,workers
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG11.PA10,28_apparel_female_women_careers,1.0,28,0,0.0,apparel,female,women,careers,labor,jobs,occupations,education,industries,workers
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG11.PA13,28_apparel_female_women_careers,0.8881562424641537,28,0,0.0,apparel,female,women,careers,labor,jobs,occupations,education,industries,workers
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG11.PA21,28_apparel_female_women_careers,1.0,28,0,0.0,apparel,female,women,careers,labor,jobs,occupations,education,industries,workers
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG12.PA2,28_apparel_female_women_careers,1.0,28,0,0.0,apparel,female,women,careers,labor,jobs,occupations,education,industries,workers
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG12.PA4,28_apparel_female_women_careers,1.0,28,0,0.0,apparel,female,women,careers,labor,jobs,occupations,education,industries,workers
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG12.PA6,28_apparel_female_women_careers,0.8735357352369392,28,0,0.0,apparel,female,women,careers,labor,jobs,occupations,education,industries,workers
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG12.PA7,28_apparel_female_women_careers,0.8175760481324865,28,0,0.0,apparel,female,women,careers,labor,jobs,occupations,education,industries,workers
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG12.PA8,28_apparel_female_women_careers,0.834990485188798,28,0,0.0,apparel,female,women,careers,labor,jobs,occupations,education,industries,workers
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG12.PA9,40_marriage_child_married_girls,0.5518398451506314,40,0,0.0,marriage,child,married,girls,age,before,18,brides,aged,women
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG12.PA10,28_apparel_female_women_careers,1.0,28,0,0.0,apparel,female,women,careers,labor,jobs,occupations,education,industries,workers
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG12.PA11,28_apparel_female_women_careers,1.0,28,0,0.0,apparel,female,women,careers,labor,jobs,occupations,education,industries,workers
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG12.PA21,28_apparel_female_women_careers,1.0,28,0,0.0,apparel,female,women,careers,labor,jobs,occupations,education,industries,workers
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG12.PA22,28_apparel_female_women_careers,1.0,28,0,0.0,apparel,female,women,careers,labor,jobs,occupations,education,industries,workers
40802e730024ee84711f5986fefb8afa8efe91414b8ee056af12223b7c9e552b.PG13.PA4,28_apparel_female_women_careers,1.0,28,0,0.0,apparel,female,women,careers,labor,jobs,occupations,education,industries,workers
